final_psx_address,beta_psx_address,repo_function,file,line,markers,comment,mapping_status,ghidra_entry,ghidra_name,body_size,called_functions,callers,rename_candidate
0x8002eca8,0x8002e99c,stealth3_end,GAME/DELTAPAK.C,2447,F,"2E99C, 2ECA8 (F)",mapped,0x8002eca8,FUN_8002eca8,512,FUN_80039b38;FUN_80042440,,yes
0x8002f190,0x8002ee84,TriggerActorBlood,GAME/DELTAPAK.C,2292,<;<;F,"2EE84(<), 2F190(<) (F)",mapped,0x8002f190,FUN_8002f190,84,FUN_8002ef8c;FUN_8008f1fc,FUN_8002e348,yes
0x8002f1e4,0x8002eed8,TriggerDelSmoke,GAME/DELTAPAK.C,2250,<;<;F,"2EED8(<), 2F1E4(<) (F)",mapped,0x8002f1e4,FUN_8002f1e4,488,FUN_8005f6d0;FUN_8008d33c,FUN_8002e348;FUN_8003093c;FUN_80030a90,yes
0x8002f3cc,0x8002f0c0,joby2_init,GAME/DELTAPAK.C,2240,<;<;F,"2F0C0(<), 2F3CC(<) (F)",repo_only,,,,,,
0x8002f420,0x8002f114,joby2_control,GAME/DELTAPAK.C,2198,<;<;F,"2F114(<), 2F420(<) (F)",mapped,0x8002f420,FUN_8002f420,420,FUN_8002e080,,yes
0x8002f5c4,0x8002f2b8,joby2_end,GAME/DELTAPAK.C,2191,<;<;F,"2F2B8(<), 2F5C4(<) (F)",mapped,0x8002f5c4,FUN_8002f5c4,68,FUN_8002d984;FUN_8002dea4,,yes
0x8002f608,0x8002f2fc,joby3_init,GAME/DELTAPAK.C,2186,<;<;F,"2F2FC(<), 2F608(<) (F)",repo_only,,,,,,
0x8002f610,0x8002f304,joby3_control,GAME/DELTAPAK.C,2168,<;<;F,"2F304(<), 2F610(<) (F)",mapped,0x8002f610,FUN_8002f610,112,FUN_8001f9e8;FUN_8002df90,,yes
0x8002f680,0x8002f374,joby3_end,GAME/DELTAPAK.C,2163,<;<;F,"2F374(<), 2F680(<) (F)",repo_only,,,,,,
0x8002f688,0x8002f37c,andy1_init,GAME/DELTAPAK.C,2157,<;<;F,"2F37C(<), 2F688(<) (F)",mapped,0x8002f688,FUN_8002f688,32,FUN_8002d984,,yes
0x8002f6a8,0x8002f39c,andy1_control,GAME/DELTAPAK.C,2141,<;<;F,"2F39C(<), 2F6A8(<) (F)",mapped,0x8002f6a8,FUN_8002f6a8,164,FUN_8002da20;FUN_8002df90;FUN_8002e080,,yes
0x8002f74c,0x8002f408,andy1_end,GAME/DELTAPAK.C,2136,<;<;F,"2F408(<), 2F74C(<) (F)",mapped,0x8002f74c,FUN_8002f74c,44,FUN_8002dea4,,yes
0x8002f778,0x8002f434,hamgate_init,GAME/DELTAPAK.C,2125,<;<;F,"2F434(<), 2F778(<) (F)",mapped,0x8002f778,FUN_8002f778,156,FUN_8002e1e0;FUN_80042440,,yes
0x8002f814,0x8002f4d0,hamgate_control,GAME/DELTAPAK.C,2111,<;<;F,"2F4D0(<), 2F814(<) (F)",mapped,0x8002f814,FUN_8002f814,100,FUN_8002f8c0,,yes
0x8002f878,0x8002f534,hamgate_end,GAME/DELTAPAK.C,2104,<;<;F,"2F534(<), 2F878(<) (F)",mapped,0x8002f878,FUN_8002f878,72,FUN_8002dea4;FUN_8002e1e0,,yes
0x8002f8c0,0x8002f57c,do_hammer_meshswap,GAME/DELTAPAK.C,2097,<;<;F,"2F57C(<), 2F8C0(<) (F)",mapped,0x8002f8c0,FUN_8002f8c0,52,,FUN_8002f814,yes
0x8002f8f4,0x8002f5b0,andy2_init,GAME/DELTAPAK.C,2092,<;<;F,"2F5B0(<), 2F8F4(<) (F)",mapped,0x8002f8f4,FUN_8002f8f4,32,FUN_8002fa14,,yes
0x8002f914,0x8002f5d0,andy2_control,GAME/DELTAPAK.C,2072,<;<;F,"2F5D0(<), 2F914(<) (F)",mapped,0x8002f914,FUN_8002f914,212,FUN_8002df90;FUN_8002e080;FUN_8002ef8c;FUN_8002fa64;FUN_8005f6d0;FUN_80091e68,,yes
0x8002f9e8,0x8002f668,andy2_end,GAME/DELTAPAK.C,2067,<;<;F,"2F668(<), 2F9E8(<) (F)",mapped,0x8002f9e8,FUN_8002f9e8,44,FUN_8002dea4,,yes
0x8002fa14,0x8002f694,setup_preist_meshswap,GAME/DELTAPAK.C,2061,<;<;F,"2F694(<), 2FA14(<) (F)",mapped,0x8002fa14,FUN_8002fa14,80,,FUN_8002f8f4;FUN_8003198c,yes
0x8002fa64,0x8002f6e4,DelTorchFlames,GAME/DELTAPAK.C,1992,<;<;F,"2F6E4(<), 2FA64(<) (F)",mapped,0x8002fa64,FUN_8002fa64,768,FUN_8005f6d0;FUN_8008d33c,FUN_8002f914;FUN_8003005c;FUN_800319b4,yes
0x8002fd64,0x8002f9e4,joby4_init,GAME/DELTAPAK.C,1984,<;<;F,"2F9E4(<), 2FD64(<) (F)",mapped,0x8002fd64,FUN_8002fd64,40,FUN_8002d984,,yes
0x8002fd8c,0x8002fa0c,joby4_control,GAME/DELTAPAK.C,1957,F,"2FA0C, 2FD8C (F)",mapped,0x8002fd8c,FUN_8002fd8c,248,FUN_8002df90;FUN_8002e080;FUN_8008fb90,,yes
0x8002fe84,0x8002fb04,joby4_end,GAME/DELTAPAK.C,1949,<;<;F,"2FB04(<), 2FE84(<) (F)",mapped,0x8002fe84,FUN_8002fe84,76,FUN_8002da20;FUN_8002dea4,,yes
0x8002fed0,0x8002fb50,andrea1_init,GAME/DELTAPAK.C,1944,<;<;F,"2FB50(<), 2FED0(<) (F)",repo_only,,,,,,
0x8002fed8,0x8002fb58,andrea1_control,GAME/DELTAPAK.C,1907,<;<;F,"2FB58(<), 2FED8(<) (F)",mapped,0x8002fed8,FUN_8002fed8,316,FUN_8002d588;FUN_8002df90;FUN_8002e080;FUN_8002e1e0;FUN_8002eea8;FUN_80044d54;FUN_80044dcc,,yes
0x80030014,0x8002fc94,andrea1_end,GAME/DELTAPAK.C,1901,<;<;F,"2FC94(<), 30014(<) (F)",repo_only,,,,,,
0x80030040,0x8002fcc0,andrea2_init,GAME/DELTAPAK.C,1896,<;<;F,"2FCC0(<), 30040(<) (F)",repo_only,,,,,,
0x8003005c,0x8002fcdc,andrea2_control,GAME/DELTAPAK.C,1891,,"2FCDC, 3005C",mapped,0x8003005c,FUN_8003005c,760,FUN_8002d588;FUN_8002df90;FUN_8002e080;FUN_8002e1e0;FUN_8002ef8c;FUN_8002fa64;FUN_80044d54;FUN_80044dcc;FUN_8005f6d0;FUN_80091e68,,yes
0x80030354,0x8002ffd4,andrea2_end,GAME/DELTAPAK.C,1885,<;<;F,"2FFD4(<), 30354(<) (F)",repo_only,,,,,,
0x80030370,0x8002fff0,joby5_init,GAME/DELTAPAK.C,1877,<;<;F,"2FFF0(<), 30370(<) (F)",mapped,0x80030370,FUN_80030370,68,FUN_8002d984,,yes
0x800303b4,0x80030034,joby5_control,GAME/DELTAPAK.C,1847,<;F,"30034(<), 303B4() (F)",mapped,0x800303b4,FUN_800303b4,272,FUN_8002e080,,yes
0x800304c4,0x80030144,joby5_end,GAME/DELTAPAK.C,1839,<;<;F,"30144(<), 304C4(<) (F)",mapped,0x800304c4,FUN_800304c4,72,FUN_8002da20;FUN_8002dea4,,yes
0x8003050c,0x8003018c,andy3_init,GAME/DELTAPAK.C,1828,<;<;F,"3018C(<), 3050C(<) (F)",mapped,0x8003050c,FUN_8003050c,80,FUN_8002d984,,yes
0x8003055c,0x800301dc,andy3_control,GAME/DELTAPAK.C,1822,F,"301DC, 3055C (F)",mapped,0x8003055c,FUN_8003055c,44,FUN_800305cc,,yes
0x80030588,0x80030208,andy3_end,GAME/DELTAPAK.C,1814,<;<;F,"30208(<), 30588(<) (F)",mapped,0x80030588,FUN_80030588,68,FUN_8001f9e8;FUN_8002dea4;FUN_800305cc,,yes
0x800305cc,0x8003024c,do_catapult_meshswap,GAME/DELTAPAK.C,1807,<;<;F,"3024C(<), 305CC(<) (F)",mapped,0x800305cc,FUN_800305cc,52,,FUN_8003055c;FUN_80030588,yes
0x80030600,0x80030280,joby9_init,GAME/DELTAPAK.C,1801,<;<;F,"30280(<), 30600(<) (F)",mapped,0x80030600,FUN_80030600,32,FUN_8002d984,,yes
0x80030620,0x800302a0,joby9_control,GAME/DELTAPAK.C,1794,<;<;F,"302A0(<), 30620(<) (F)",mapped,0x80030620,FUN_80030620,80,FUN_8002df90;FUN_8002e080,,yes
0x80030670,0x800302f0,joby9_end,GAME/DELTAPAK.C,1787,<;<;F,"302F0(<), 30670(<) (F)",mapped,0x80030670,FUN_80030670,40,FUN_8002da20;FUN_8003bb50,,yes
0x80030698,0x80030318,joby10_init,GAME/DELTAPAK.C,1781,<;<;F,"30318(<), 30698(<) (F)",mapped,0x80030698,FUN_80030698,32,FUN_8002d984,,yes
0x800306b8,0x80030338,joby10_control,GAME/DELTAPAK.C,1766,<;<;F,"30338(<), 306B8(<) (F)",mapped,0x800306b8,FUN_800306b8,116,FUN_8002df90;FUN_8002e080;FUN_8002e1e0,,yes
0x8003072c,0x800303ac,joby10_end,GAME/DELTAPAK.C,1760,<;<;F,"303AC(<), 3072C(<) (F)",mapped,0x8003072c,FUN_8003072c,52,FUN_8002da20;FUN_8002dea4,,yes
0x80030760,0x800303e0,richcut4_init,GAME/DELTAPAK.C,1748,<;<;F,"303E0(<), 30760(<) (F)",repo_only,,,,,,
0x800307f8,0x80030478,richcut4_control,GAME/DELTAPAK.C,1717,<;<;F,"30478(<), 307F8(<) (F)",mapped,0x800307f8,FUN_800307f8,232,FUN_8002e1e0,,yes
0x800308e0,0x80030560,richcut4_end,GAME/DELTAPAK.C,1710,<;<;F,"30560(<), 308E0(<) (F)",mapped,0x800308e0,FUN_800308e0,60,FUN_8002dea4;FUN_8002e1e0,,yes
0x8003091c,0x8003059c,andy4_init,GAME/DELTAPAK.C,1704,<;<;F,"3059C(<), 3091C(<) (F)",mapped,0x8003091c,FUN_8003091c,32,FUN_8002d984,,yes
0x8003093c,0x800305bc,andy4_control,GAME/DELTAPAK.C,1671,<;<;F,"305BC(<), 3093C(<) (F)",mapped,0x8003093c,FUN_8003093c,248,FUN_8002ef8c;FUN_8002f1e4,,yes
0x80030a34,0x800306b4,andy4_end,GAME/DELTAPAK.C,1664,<;<;F,"306B4(<), 30A34(<) (F)",mapped,0x80030a34,FUN_80030a34,60,FUN_80020ff8;FUN_8002da20;FUN_8002dea4,,yes
0x80030a70,0x800306f0,andy4b_init,GAME/DELTAPAK.C,1658,<;<;F,"306F0(<), 30A70(<) (F)",mapped,0x80030a70,FUN_80030a70,32,FUN_8002d984,,yes
0x80030a90,0x80030710,andy4b_control,GAME/DELTAPAK.C,1629,<;<;F,"30710(<), 30A90(<) (F)",mapped,0x80030a90,FUN_80030a90,220,FUN_8002ef8c;FUN_8002f1e4;FUN_80030b9c,,yes
0x80030b6c,0x800307ec,andy4b_end,GAME/DELTAPAK.C,1623,<;<;F,"307EC(<), 30B6C(<) (F)",mapped,0x80030b6c,FUN_80030b6c,48,FUN_8002dea4,,yes
0x80030b9c,0x8003081c,do_clanger_meshswap,GAME/DELTAPAK.C,1616,<;<;F,"3081C(<), 30B9C(<) (F)",mapped,0x80030b9c,FUN_80030b9c,52,,FUN_80030a90,yes
0x80030bd0,0x80030850,andrea3_init,GAME/DELTAPAK.C,1610,<;<;F,"30850(<), 30BD0(<) (F)",mapped,0x80030bd0,FUN_80030bd0,32,FUN_8002d588,,yes
0x80030bf0,0x80030870,andrea3_control,GAME/DELTAPAK.C,1593,<;<;F,"30870(<), 30BF0(<) (F)",mapped,0x80030bf0,FUN_80030bf0,148,FUN_8002d774;FUN_8002df90;FUN_8002e080,,yes
0x80030c84,0x80030904,andrea3_end,GAME/DELTAPAK.C,1575,<;<;F,"30904(<), 30C84(<) (F)",mapped,0x80030c84,FUN_80030c84,280,FUN_8002d5c0;FUN_8002dea4;FUN_8002e1e0;FUN_80042440;FUN_8004e370,,yes
0x80030d9c,0x80030a1c,andrea3b_init,GAME/DELTAPAK.C,1556,<;<;F,"30A1C(<), 30D9C(<) (F)",mapped,0x80030d9c,FUN_80030d9c,236,FUN_8002d588;FUN_8002d984;FUN_8002e1e0;FUN_800422ec;FUN_8004e324,,yes
0x80030e88,0x80030b08,andrea3b_control,GAME/DELTAPAK.C,1518,<;<;F,"30B08(<), 30E88(<) (F)",mapped,0x80030e88,FUN_80030e88,332,FUN_8002df90;FUN_8002e080,,yes
0x80030fd4,0x80030c54,andrea3b_end,GAME/DELTAPAK.C,1492,<;<;F,"30C54(<), 30FD4(<) (F)",mapped,0x80030fd4,FUN_80030fd4,304,FUN_8002d5c0;FUN_8002dea4;FUN_80042440;FUN_8004e370,,yes
0x80031104,0x80030d84,andy6_init,GAME/DELTAPAK.C,1245,<;<;F,"30D84(<), 31104(<) (F)",mapped,0x80031104,FUN_80031104,32,FUN_8002d984,,yes
0x80031104,0x80030d84,andy5_init,GAME/DELTAPAK.C,1486,<;<;F,"30D84(<), 31104(<) (F)",mapped,0x80031104,FUN_80031104,32,FUN_8002d984,,yes
0x80031124,0x80030da4,andy5_control,GAME/DELTAPAK.C,1434,<;<;F,"30DA4(<), 31124(<) (F)",mapped,0x80031124,FUN_80031124,388,FUN_8002ef8c;FUN_8005f6d0;FUN_80091e68,,yes
0x800312a8,0x80030f28,andy5_end,GAME/DELTAPAK.C,1428,<;<;F,"30F28(<), 312A8(<) (F)",mapped,0x800312a8,FUN_800312a8,32,FUN_8002da20,,yes
0x800312c8,0x80030f48,joby6_init,GAME/DELTAPAK.C,1416,<;<;F,"30F48(<), 312C8(<) (F)",mapped,0x800312c8,FUN_800312c8,88,FUN_8002d984,,yes
0x80031320,0x80030fa0,joby6_control,GAME/DELTAPAK.C,1407,<;<;F,"30FA0(<), 31320(<) (F)",repo_only,,,,,,
0x8003136c,0x80030fec,joby6_end,GAME/DELTAPAK.C,1401,<;<;F,"30FEC(<), 3136C(<) (F)",repo_only,,,,,,
0x800313a4,0x80031024,joby8_init,GAME/DELTAPAK.C,1383,<;<;F,"31024(<), 313A4(<) (F)",mapped,0x800313a4,FUN_800313a4,188,FUN_8001ebc8;FUN_8002d984;FUN_8007a998;FUN_8007acb8,,yes
0x80031460,0x800310e0,joby8_control,GAME/DELTAPAK.C,1256,F,"310E0, 31460 (F)",mapped,0x80031460,FUN_80031460,1276,FUN_8001ebc8;FUN_8002df90;FUN_8002e080;FUN_8002ef8c;FUN_8005f6d0;FUN_8007a998;FUN_8007acb8;FUN_80087a9c;FUN_8008d33c;FUN_8008ea9c;FUN_80091e68,,yes
0x8003195c,0x800315a0,joby8_end,GAME/DELTAPAK.C,1251,<;<;F,"315A0(<), 3195C(<) (F)",mapped,0x8003195c,FUN_8003195c,48,FUN_8002dea4,,yes
0x800319b4,0x800315f8,andy6_control,GAME/DELTAPAK.C,1219,<;<;F,"315F8(<), 319B4(<) (F)",mapped,0x800319b4,FUN_800319b4,268,FUN_8002df90;FUN_8002e080;FUN_8002ef8c;FUN_8002fa64;FUN_8005f6d0;FUN_80091e68,,yes
0x80031ac0,0x80031690,andy6_end,GAME/DELTAPAK.C,1214,<;<;F,"31690(<), 31AC0(<) (F)",repo_only,,,,,,
0x80031ac8,0x80031698,andypew_init,GAME/DELTAPAK.C,1209,<;<;F,"31698(<), 31AC8(<) (F)",mapped,0x80031ac8,FUN_80031ac8,32,FUN_8002d984,,yes
0x80031ae8,0x800316b8,andypew_control,GAME/DELTAPAK.C,1204,<;<;F,"316B8(<), 31AE8(<) (F)",repo_only,,,,,,
0x80031af0,0x800316c0,andypew_end,GAME/DELTAPAK.C,1198,<;<;F,"316C0(<), 31AF0(<) (F)",mapped,0x80031af0,FUN_80031af0,52,FUN_8002da20;FUN_8002dea4,,yes
0x80031b24,0x800316f4,andy7_init,GAME/DELTAPAK.C,1193,<;<;F,"316F4(<), 31B24(<) (F)",repo_only,,,,,,
0x80031b34,0x80031704,andy7_control,GAME/DELTAPAK.C,1186,<;<;F,"31704(<), 31B34(<) (F)",mapped,0x80031b34,FUN_80031b34,80,FUN_8002df90;FUN_8002e080,,yes
0x80031b84,0x80031754,andy7_end,GAME/DELTAPAK.C,1181,<;<;F,"31754(<), 31B84(<) (F)",mapped,0x80031b84,FUN_80031b84,48,FUN_8002dea4,,yes
0x80031bb4,0x80031784,cossack_init,GAME/DELTAPAK.C,1176,<;<;F,"31784(<), 31BB4(<) (F)",repo_only,,,,,,
0x80031bbc,0x8003178c,cossack_control,GAME/DELTAPAK.C,1102,<;<;F,"3178C(<), 31BBC(<) (F)",mapped,0x80031bbc,FUN_80031bbc,524,FUN_8002ef8c;FUN_80031e00;FUN_80087a9c,,yes
0x80031dc8,0x80031998,cossack_end,GAME/DELTAPAK.C,1096,<;<;F,"31998(<), 31DC8(<) (F)",mapped,0x80031dc8,FUN_80031dc8,56,FUN_80020ff8;FUN_8002dea4,,yes
0x80031e00,0x800319d0,TriggerDelBrownSmoke,GAME/DELTAPAK.C,1060,<;<;F,"319D0(<), 31E00(<) (F)",mapped,0x80031e00,FUN_80031e00,428,FUN_8005f6d0;FUN_8008d33c,FUN_80031bbc,yes
0x80031fac,0x80031b7c,andy9_init,GAME/DELTAPAK.C,1054,<;<;F,"31B7C(<), 31FAC(<) (F)",mapped,0x80031fac,FUN_80031fac,40,FUN_8002d984,,yes
0x80031fd4,0x80031ba4,andy9_control,GAME/DELTAPAK.C,1039,<;<;F,"31BA4(<), 31FD4(<) (F)",mapped,0x80031fd4,FUN_80031fd4,204,FUN_8002df90;FUN_8002e080,,yes
0x800320a0,0x80031c08,andy9_end,GAME/DELTAPAK.C,1033,<;<;F,"31C08(<), 320A0(<) (F)",mapped,0x800320a0,FUN_800320a0,44,FUN_8002da20,,yes
0x800320cc,0x80031c34,andy8_init,GAME/DELTAPAK.C,1029,<;<;F,"31C34(<), 320CC(<) (F)",repo_only,,,,,,
0x800320d4,0x80031c3c,andy8_control,GAME/DELTAPAK.C,1001,<;<;F,"31C3C(<), 320D4(<) (F)",mapped,0x800320d4,FUN_800320d4,188,FUN_8002e1e0;FUN_800321bc,,yes
0x80032190,0x80031cf8,andy8_end,GAME/DELTAPAK.C,992,<;<;F,"31CF8(<), 32190(<) (F)",mapped,0x80032190,FUN_80032190,44,FUN_80020fac;FUN_800321bc,,yes
0x800321bc,0x80031d24,do_chalk_meshswap,GAME/DELTAPAK.C,985,<;<;F,"31D24(<), 321BC(<) (F)",mapped,0x800321bc,FUN_800321bc,52,,FUN_800320d4;FUN_80032190,yes
0x800321f0,0x80031d58,andy10_init,GAME/DELTAPAK.C,960,<;<;F,"31D58(<), 321F0(<) (F)",mapped,0x800321f0,FUN_800321f0,324,FUN_8001f9e8;FUN_8002d984;FUN_8002e1e0;FUN_800422ec;FUN_8004e324,,yes
0x80032334,0x80031e9c,andy10_control,GAME/DELTAPAK.C,907,<;<;F,"31E9C(<), 32334(<) (F)",mapped,0x80032334,FUN_80032334,400,FUN_80091e68,,yes
0x800324c4,0x8003202c,andy10_end,GAME/DELTAPAK.C,889,<;<;F,"3202C(<), 324C4(<) (F)",mapped,0x800324c4,FUN_800324c4,164,FUN_8001f9e8;FUN_80020fac;FUN_8002dea4;FUN_80032fe8;FUN_800409d8,,yes
0x80032568,0x800320d0,joby7_init,GAME/DELTAPAK.C,882,<;<;F,"320D0(<), 32568(<) (F)",mapped,0x80032568,FUN_80032568,60,FUN_8002d984,,yes
0x800325a4,0x8003210c,joby7_control,GAME/DELTAPAK.C,831,<;<;F,"3210C(<), 325A4(<) (F)",mapped,0x800325a4,FUN_800325a4,540,FUN_80029820;FUN_8002e080;FUN_8002ef8c;FUN_8008e228;FUN_8008e3a0;FUN_80090f44;FUN_80091e68,,yes
0x800327c0,0x80032328,joby7_end,GAME/DELTAPAK.C,816,<;<;F,"32328(<), 327C0(<) (F)",mapped,0x800327c0,FUN_800327c0,152,FUN_8002da20;FUN_8002dea4;FUN_8003bb50,,yes
0x80032858,0x800323c0,andrea4_init,GAME/DELTAPAK.C,812,<;<;F,"323C0(<), 32858(<) (F)",repo_only,,,,,,
0x80032860,0x800323c8,andrea4_control,GAME/DELTAPAK.C,791,<;<;F,"323C8(<), 32860(<) (F)",mapped,0x80032860,FUN_80032860,156,FUN_8002d588;FUN_8002df90;FUN_8002e080;FUN_8003291c;FUN_80044d54,,yes
0x800328fc,0x80032464,andrea4_end,GAME/DELTAPAK.C,786,<;<;F,"32464(<), 328FC(<) (F)",mapped,0x800328fc,FUN_800328fc,32,FUN_8002d5c0,,yes
0x8003291c,0x80032484,do_pierre_gun_meshswap,GAME/DELTAPAK.C,780,<;<;F,"32484(<), 3291C(<) (F)",mapped,0x8003291c,FUN_8003291c,80,,FUN_80032860,yes
0x8003296c,0x800324d4,monk2_init,GAME/DELTAPAK.C,775,<;<;F,"324D4(<), 3296C(<) (F)",repo_only,,,,,,
0x8003297c,0x800324e4,monk2_control,GAME/DELTAPAK.C,722,<;<;F,"324E4(<), 3297C(<) (F)",mapped,0x8003297c,FUN_8003297c,272,FUN_8002ef8c;FUN_8005f6d0;FUN_80091e68,,yes
0x80032a8c,0x800325f4,monk2_end,GAME/DELTAPAK.C,717,<;<;F,"325F4(<), 32A8C(<) (F)",repo_only,,,,,,
0x80032aa0,0x80032608,swampy_init,GAME/DELTAPAK.C,700,<;<;F,"32608(<), 32AA0(<) (F)",mapped,0x80032aa0,FUN_80032aa0,228,FUN_8002e1e0;FUN_800422ec;FUN_8004e324,,yes
0x80032b84,0x800326ec,swampy_control,GAME/DELTAPAK.C,694,<;<;F,"326EC(<), 32B84(<) (F)",mapped,0x80032b84,FUN_80032b84,48,FUN_80032c90,,yes
0x80032bb4,0x8003271c,swampy_end,GAME/DELTAPAK.C,679,<;<;F,"3271C(<), 32BB4(<) (F)",mapped,0x80032bb4,FUN_80032bb4,220,FUN_80020ff8;FUN_8002dea4;FUN_8002e1e0;FUN_80042440,,yes
0x80032c90,0x800327f8,CutLaraBubbles,GAME/DELTAPAK.C,652,<;<;F,"327F8(<), 32C90(<) (F)",mapped,0x80032c90,FUN_80032c90,268,FUN_8005f6d0;FUN_80087a9c;FUN_8008df58;FUN_80090f44,FUN_80032b84,yes
0x80032d9c,0x80032904,trigger_title_spotcam,GAME/DELTAPAK.C,555,<;<;F,"32904(<), 32D9C(<) (F)",mapped,0x80032d9c,FUN_80032d9c,380,FUN_80032f18;FUN_80037b48;FUN_8005e08c,FUN_800105c4;FUN_80021078,yes
0x80032f18,0x80032a80,ResetCutanimate,GAME/DELTAPAK.C,538,<;<;F,"32A80(<), 32F18(<) (F)",mapped,0x80032f18,FUN_80032f18,208,FUN_8002e1e0;FUN_800422ec,FUN_80032d9c,yes
0x80032fe8,0x80032b50,Cutanimate,GAME/DELTAPAK.C,528,<;<;F,"32B50(<), 32FE8(<) (F)",mapped,0x80032fe8,FUN_80032fe8,208,FUN_8002e1e0;FUN_80042440,FUN_800324c4,yes
0x800330b8,0x80032c20,andy11_init,GAME/DELTAPAK.C,520,<;<;F,"32C20(<), 330B8(<) (F)",mapped,0x800330b8,FUN_800330b8,80,FUN_8002d984,,yes
0x80033108,0x80032c70,andy11_control,GAME/DELTAPAK.C,477,<;<;F,"32C70(<), 33108(<) (F)",mapped,0x80033108,FUN_80033108,356,FUN_8002df90;FUN_8002e080,,yes
0x8003326c,0x80032d6c,andy11_end,GAME/DELTAPAK.C,472,<;<;F,"32D6C(<), 3326C(<) (F)",mapped,0x8003326c,FUN_8003326c,32,FUN_8002da20,,yes
0x8003328c,0x80032d8c,DetatchSpark,GAME/EFFECT2.C,155,F,"32D8C, 3328C (F)",mapped,0x8003328c,FUN_8003328c,288,,FUN_80041da4;FUN_800425cc,yes
0x800333ac,0x80032eac,TriggerSuperJetFlame,GAME/EFFECT2.C,76,F,"32EAC, 333AC (F)",mapped,0x800333ac,FUN_800333ac,776,FUN_8005f6d0;FUN_8008d33c,FUN_8005a194,yes
0x800336b4,0x800331b4,TriggerWaterfallMist,GAME/EFFECT2.C,71,,"331B4, 336B4",mapped,0x800336b4,FUN_800336b4,1028,FUN_8005f6d0;FUN_8008d33c,FUN_80039794,yes
0x80033ab8,0x800335b8,TriggerDartSmoke,GAME/EFFECT2.C,66,,"335B8, 33AB8",mapped,0x80033ab8,FUN_80033ab8,740,FUN_8005f6d0;FUN_8008d33c,FUN_80059d08;FUN_80059f50,yes
0x80033d9c,0x8003389c,KillAllCurrentItems,GAME/EFFECT2.C,61,F,"3389C, 33D9C (F)",repo_only,,,,,,
0x80033dac,0x800338ac,KillEverything,GAME/EFFECT2.C,56,<;<;F,"338AC(<), 33DAC(<) (F)",mapped,0x80033dac,FUN_80033dac,12,,FUN_8001d6cc,yes
0x80033db8,0x800338b8,ControlSmokeEmitter,GAME/EFFECT2.C,51,,"338B8, 33DB8",mapped,0x80033db8,FUN_80033db8,2584,FUN_8005f6d0;FUN_8005fa4c;FUN_8008d33c;FUN_8008df58;FUN_800937c4,,yes
0x800347d0,0x800342d0,ControlEnemyMissile,GAME/EFFECT2.C,46,,"342D0, 347D0",mapped,0x800347d0,FUN_800347d0,1980,FUN_800425cc;FUN_80042774;FUN_8004e944;FUN_8005b160;FUN_8005f6d0;FUN_8007996c;FUN_8007a998;FUN_8007acb8;FUN_8007b0a4;FUN_8007df70;FUN_8008d2e0;FUN_8008e3a0;FUN_8008f178;FUN_800937c4,,yes
0x80034bf0,0x80034bf0,if,GAME/TOMB4FX.C,713,,loc_34BF0,repo_only,,,,,,
0x80034f8c,0x80034a8c,SetFadeClip,GAME/TOMB4FX.C,107,<;<;F,"34A8C(<), 34F8C(<) (F)",mapped,0x80034f8c,FUN_80034f8c,16,,FUN_800105c4;FUN_8002c6ec;FUN_80037b48;FUN_800383d0,yes
0x80034f9c,0x80034a9c,UpdateFadeClip,GAME/TOMB4FX.C,115,<;<;F,"34A9C(<), 34F9C(<) (F)",mapped,0x80034f9c,FUN_80034f9c,120,,FUN_8001d6cc,yes
0x80035014,0x80034b14,SetScreenFadeOut,GAME/TOMB4FX.C,135,<;<;F,"34B14(<), 35014(<) (F)",mapped,0x80035014,FUN_80035014,52,,FUN_8002c6ec;FUN_800383d0,yes
0x80035048,0x80034b48,SetScreenFadeIn,GAME/TOMB4FX.C,150,<;<;F,"34B48(<), 35048(<) (F)",mapped,0x80035048,FUN_80035048,48,,FUN_80010a84;FUN_8002c6ec;FUN_800383d0,yes
0x80035078,0x80034b78,Fade,GAME/TOMB4FX.C,666,<;<;F,"34B78(<), 35078(<) (F)",mapped,0x80035078,FUN_80035078,284,FUN_800917b4,FUN_800645e0,yes
0x80036bb0,0x800366b0,GetFreeDebris,GAME/DEBRIS.C,9,<;<;F,"366B0(<), 36BB0(<) (F)",mapped,0x80036bb0,FUN_80036bb0,172,,FUN_80036c5c,yes
0x80036c5c,0x8003675c,TriggerDebris,GAME/DEBRIS.C,49,,"3675C, 36C5C",mapped,0x80036c5c,FUN_80036c5c,736,FUN_80036bb0;FUN_8005f6d0;FUN_80079a20;FUN_80079a84;FUN_8008ca58,FUN_80036f3c,yes
0x80036f3c,0x80036a3c,ShatterObject,GAME/DEBRIS.C,54,,"36A3C, 36F3C",mapped,0x80036f3c,FUN_80036f3c,2684,FUN_80036c5c;FUN_8005f6d0;FUN_80078564;FUN_80078578;FUN_80078788;FUN_80078b38,FUN_8001fe70;FUN_800209f0;FUN_80027af0;FUN_8004e944;FUN_80050578;FUN_800510d8;FUN_8005cd38,yes
0x800379b8,0x800374b8,InitSpotCamSequences,GAME/SPOTCAM.C,84,<;<;F,"374B8(<), 379B8(<) (F)",mapped,0x800379b8,FUN_800379b8,156,,FUN_800105c4;FUN_80010a84,yes
