final_psx_address,beta_psx_address,repo_function,file,line,markers,comment,mapping_status,ghidra_entry,ghidra_name,body_size,called_functions,callers,rename_candidate
0x8004ea64,0x8004e600,ControlBodyPart,GAME/MISSILE.C,22,F,"4E600, 4EA64 (F)",mapped,0x8004ea64,FUN_8004ea64,1204,FUN_800425cc;FUN_80042774;FUN_8004e944;FUN_8005f6d0;FUN_8007a998;FUN_8007acb8;FUN_8007b0a4;FUN_8008f178;FUN_800937c4,,yes
0x8004f214,0x8004edb0,SmashObject,GAME/OBJECTS.C,66,F,"4EDB0, 4F214 (F)",mapped,0x8004f214,FUN_8004f214,328,FUN_80035194;FUN_800422ec;FUN_800937c4,FUN_8001fe70;FUN_8004f35c;FUN_8005cd38,yes
0x8004f35c,0x8004eef8,SmashObjectControl,GAME/OBJECTS.C,87,<;<;F,"4EEF8(<), 4F35C(<) (F)",mapped,0x8004f35c,FUN_8004f35c,36,FUN_8004f214,,yes
0x8004f380,0x8004ef1c,BridgeFlatFloor,GAME/OBJECTS.C,92,<;<;F,"4EF1C(<), 4F380(<) (F)",repo_only,,,,,,
0x8004f3bc,0x8004ef58,BridgeFlatCeiling,GAME/OBJECTS.C,102,<;<;F,"4EF58(<), 4F3BC(<) (F)",repo_only,,,,,,
0x8004f430,0x8004efcc,BridgeTilt1Floor,GAME/OBJECTS.C,130,<;<;F,"4EFCC(<), 4F430(<) (F)",mapped,0x8004f430,FUN_8004f430,108,FUN_8004f3e4,,yes
0x8004f49c,0x8004f038,BridgeTilt1Ceiling,GAME/OBJECTS.C,142,<;<;F,"4F038(<), 4F49C(<) (F)",mapped,0x8004f49c,FUN_8004f49c,88,FUN_8004f3e4,,yes
0x8004f4f4,0x8004f090,BridgeTilt2Floor,GAME/OBJECTS.C,152,<;<;F,"4F090(<), 4F4F4(<) (F)",mapped,0x8004f4f4,FUN_8004f4f4,108,FUN_8004f3e4,,yes
0x8004f560,0x8004f0fc,BridgeTilt2Ceiling,GAME/OBJECTS.C,164,<;<;F,"4F0FC(<), 4F560(<) (F)",mapped,0x8004f560,FUN_8004f560,88,FUN_8004f3e4,,yes
0x8004ff20,0x8004fabc,AnimateWaterfalls,GAME/OBJECTS.C,189,<;<,"4FABC(<), 4FF20(<)",mapped,0x8004ff20,FUN_8004ff20,264,,FUN_8001d6cc,yes
0x80050028,0x8004fbc4,ControlWaterfall,GAME/OBJECTS.C,232,<;<;F,"4FBC4(<), 50028(<) (F)",mapped,0x80050028,FUN_80050028,200,FUN_8005fa4c;FUN_800937c4,,yes
0x80050454,0x80050454,CutsceneRopeControl,GAME/OBJECTS.C,375,<;F,"50454(<), ? (F)",repo_only,,,,,,
0x80050758,0x80050758,HybridCollision,GAME/OBJECTS.C,413,F,"50758, ? (F)",repo_only,,,,,,
0x80050c40,0x800507dc,TargetVisible,GAME/PEOPLE.C,92,<;<;F,"507DC(<), 50C40(<) (F)",mapped,0x80050c40,FUN_80050c40,272,FUN_8007b4a4;FUN_8008790c,,yes
0x80050d50,0x800508ec,Targetable,GAME/PEOPLE.C,60,F,"508EC, 50D50 (F)",mapped,0x80050d50,FUN_80050d50,328,FUN_8007b4a4;FUN_8008790c,FUN_800510d8,yes
0x80050e98,0x80050a34,GunShot,GAME/PEOPLE.C,55,<;<;F,"50A34(<), 50E98(<) (F)",mapped,0x80050e98,FUN_80050e98,8,,FUN_80050ea0;FUN_80050fbc,yes
0x80050ea0,0x80050a3c,GunHit,GAME/PEOPLE.C,39,F,"50A3C, 50EA0 (F)",mapped,0x80050ea0,FUN_80050ea0,284,FUN_80050e98;FUN_8005f6d0;FUN_8008f178;FUN_800908a4;FUN_800937c4,,yes
0x80050fbc,0x80050b58,GunMiss,GAME/PEOPLE.C,25,F,"50B58, 50FBC (F)",mapped,0x80050fbc,FUN_80050fbc,284,FUN_80050e98;FUN_8005f6d0;FUN_8008d660,,yes
0x800510d8,0x80050c74,ShotLara,GAME/PEOPLE.C,19,,"50C74, 510D8",mapped,0x800510d8,FUN_800510d8,912,FUN_8002496c;FUN_80036f3c;FUN_80050d50;FUN_8005f6d0;FUN_8007bd68;FUN_8008d6c0;FUN_8008f178;FUN_800908a4;FUN_800937c4,,yes
0x80051468,0x80051004,PuzzleDone,GAME/PICKUP.C,325,F,"51004, 51468 (F)",mapped,0x80051468,FUN_80051468,508,FUN_8001f9e8;FUN_80042440;FUN_8005e08c;FUN_800937c4,FUN_80052984,yes
0x80051664,0x80051200,FindPlinth,GAME/PICKUP.C,319,,"51200, 51664",mapped,0x80051664,FUN_80051664,592,FUN_8008790c,,yes
0x800518b4,0x80051450,AnimatingPickUp,GAME/PICKUP.C,273,<;F,"51450(<), 518B4 (F)",mapped,0x800518b4,FUN_800518b4,348,FUN_8007a998;FUN_8007e64c;FUN_8007ef48,,yes
0x80051a10,0x800515ac,RegeneratePickups,GAME/PICKUP.C,240,F,"515AC, 51A10 (F)",mapped,0x80051a10,FUN_80051a10,284,,FUN_8001d6cc,yes
0x80051b2c,0x800516c8,PickUpCollision,GAME/PICKUP.C,235,,"516C8, 51B2C",mapped,0x80051b2c,FUN_80051b2c,2100,FUN_8003ad30;FUN_8003bb50;FUN_80041da4;FUN_80047b90;FUN_8004a7f8;FUN_8007ccb4;FUN_8007dcd0;FUN_8007dea4,,yes
0x800525ec,0x80052188,KeyHoleCollision,GAME/PICKUP.C,230,,"52188, 525EC",mapped,0x800525ec,FUN_800525ec,832,FUN_80040cc0;FUN_80040dd0;FUN_8007ccb4;FUN_8007dcd0;FUN_8007e16c,,yes
0x8005292c,0x800524c8,PuzzleDoneCollision,GAME/PICKUP.C,222,<;F,"524C8(<), 5292C (F)",mapped,0x8005292c,FUN_8005292c,88,FUN_8007e16c,,yes
0x80052984,0x80052520,PuzzleHoleCollision,GAME/PICKUP.C,217,,"52520, 52984",mapped,0x80052984,FUN_80052984,1780,FUN_80021040;FUN_8003bb50;FUN_80040cc0;FUN_80040dd0;FUN_80051468;FUN_80056520;FUN_8005f5c8;FUN_800796bc;FUN_8007ccb4;FUN_8007dcd0;FUN_8007e16c;FUN_8008793c;FUN_800908a4,,yes
0x80053078,0x80052c14,KeyTrigger,GAME/PICKUP.C,194,<;<;F,"52C14(<), 53078(<) (F)",repo_only,,,,,,
0x80053124,0x80052cc0,PickupTrigger,GAME/PICKUP.C,180,<;<;F,"52CC0(<), 53124(<) (F)",mapped,0x80053124,FUN_80053124,148,FUN_80041da4,,yes
