final_psx_address,beta_psx_address,repo_function,file,line,markers,comment
0x80039bd0,0x800396d0,LaraLocation,GAME/EFFECTS.C,473,<;<;F,"396D0(<), 39BD0(<) (F)"
0x80039c10,0x80039710,LaraLocationPad,GAME/EFFECTS.C,465,<;<;F,"39710(<), 39C10(<) (F)"
0x80039c38,0x80039738,ResetTest,GAME/EFFECTS.C,324,,"39738, 39C38"
0x80039e38,0x80039938,KillActiveBaddies,GAME/EFFECTS.C,292,<;<;F,"39938(<), 39E38(<) (F)"
0x80039f18,0x80039a18,lara_hands_free,GAME/EFFECTS.C,287,<;<;F,"39A18(<), 39F18(<) (F)"
0x80039f24,0x80039a24,shoot_right_gun,GAME/EFFECTS.C,282,<;<;F,"39A24(<), 39F24(<) (F)"
0x80039f34,0x80039a34,shoot_left_gun,GAME/EFFECTS.C,277,<;<;F,"39A34(<), 39F34(<) (F)"
0x80039f44,0x80039a44,SetFog,GAME/EFFECTS.C,272,<;<;F,"39A44(<), 39F44(<) (F)"
0x80039f58,0x80039a58,invisibility_on,GAME/EFFECTS.C,267,<;<;F,"39A58(<), 39F58(<) (F)"
0x80039f6c,0x80039a6c,invisibility_off,GAME/EFFECTS.C,262,<;<;F,"39A6C(<), 39F6C(<) (F)"
0x80039f84,0x80039a84,reset_hair,GAME/EFFECTS.C,257,<;<;F,"39A84(<), 39F84(<) (F)"
0x80039fa4,0x80039aa4,ClearSpidersPatch,GAME/EFFECTS.C,252,<;<;F,"39AA4(<), 39FA4(<) (F)"
0x80039fd8,0x80039ad8,TL_1,GAME/EFFECTS.C,231,F,"39AD8, 39FD8 (F)"
0x8003a024,0x80039b24,TL_2,GAME/EFFECTS.C,221,F,"39B24, 3A024 (F)"
0x8003a074,0x80039b74,TL_3,GAME/EFFECTS.C,211,F,"39B74, 3A074 (F)"
0x8003a0c4,0x80039bc4,TL_4,GAME/EFFECTS.C,201,F,"39BC4, 3A0C4 (F)"
0x8003a114,0x80039c14,TL_5,GAME/EFFECTS.C,191,F,"39C14, 3A114 (F)"
0x8003a164,0x80039c64,TL_6,GAME/EFFECTS.C,181,F,"39C64, 3A164 (F)"
0x8003a1b4,0x80039cb4,TL_7,GAME/EFFECTS.C,171,F,"39CB4, 3A1B4 (F)"
0x8003a204,0x80039d04,TL_8,GAME/EFFECTS.C,161,F,"39D04, 3A204 (F)"
0x8003a254,0x80039d54,TL_9,GAME/EFFECTS.C,151,F,"39D54, 3A254 (F)"
0x8003a2a4,0x80039da4,TL_10,GAME/EFFECTS.C,141,F,"39DA4, 3A2A4 (F)"
0x8003a2f0,0x80039df0,TL_11,GAME/EFFECTS.C,131,F,"39DF0, 3A2F0 (F)"
0x8003a33c,0x80039e3c,TL_12,GAME/EFFECTS.C,121,F,"39E3C, 3A33C (F)"
0x8003a388,0x80039e88,TriggerTorchFlame,GAME/FLMTORCH.C,64,F,"39E88, 3A388 (F)"
0x8003a568,0x8003a068,FireCollision,GAME/FLMTORCH.C,59,,"3A068, 3A568"
0x8003a8cc,0x8003a3cc,DoFlameTorch,GAME/FLMTORCH.C,54,,"3A3CC, 3A8CC"
0x8003ad30,0x8003a830,GetFlameTorch,GAME/FLMTORCH.C,35,<;F,"3A830, 3AD30(<) (F)"
0x8003adf4,0x8003a8f4,FlameTorchControl,GAME/FLMTORCH.C,30,,"3A8F4, 3ADF4"
0x8003b170,0x8003ac70,InitialiseHair,GAME/HAIR.C,19,F,"3AC70, 3B170 (F)"
0x8003b22c,0x8003ad2c,FlashIt,GAME/HEALTH.C,285,F,"3AD2C, 3B22C (F)"
0x8003b268,0x8003ad68,DrawGameInfo,GAME/HEALTH.C,203,<;<,"3AD68(<), 3B268(<)"
0x8003b3cc,0x8003b3cc,DrawAirBar,GAME/HEALTH.C,126,,3B3CC
0x8003b6f4,0x8003b6f4,AddDisplayPickup,GAME/HEALTH.C,40,F,"3B6F4, ? (F)"
0x8003b9dc,0x8003b580,InitialisePickUpDisplay,GAME/HEALTH.C,112,F,"3B580, 3B9DC (F)"
0x8003bc04,0x8003b7a8,S_CallInventory2,GAME/NEWINV2.C,3153,,"3B7A8, 3BC04"
0x8003c478,0x8003c024,init_new_inventry,GAME/NEWINV2.C,3056,F,"3C024, 3C478 (F)"
0x8003c678,0x8003c224,do_debounced_joystick_poo,GAME/NEWINV2.C,2923,<;<;F,"3C224(<), 3C678(<) (F)"
0x8003c890,0x8003c43c,DrawThreeDeeObject2D,GAME/NEWINV2.C,2840,<;<;F,"3C43C(<), 3C890(<) (F)"
0x8003caf4,0x8003c6a0,DrawInventoryItemMe,GAME/NEWINV2.C,2741,<;<;F,"3C6A0(<), 3CAF4(<) (F)"
0x8003cd54,0x8003c900,go_and_load_game,GAME/NEWINV2.C,2731,<;<;F,"3C900(<), 3CD54(<) (F)"
0x8003cd74,0x8003c920,go_and_save_game,GAME/NEWINV2.C,2721,<;<;F,"3C920(<), 3CD74(<) (F)"
0x8003cd94,0x8003c940,construct_combine_object_list,GAME/NEWINV2.C,2655,F,"3C940, 3CD94 (F)"
0x8003cfe4,0x8003cb90,insert_object_into_list_v2,GAME/NEWINV2.C,2642,F,"3CB90, 3CFE4 (F)"
0x8003d0d4,0x8003cc80,construct_object_list,GAME/NEWINV2.C,2442,F,"3CC80, 3D0D4 (F)"
0x8003d718,0x8003d2c4,insert_object_into_list,GAME/NEWINV2.C,2434,<;<;F,"3D2C4(<), 3D718(<) (F)"
0x8003d7a4,0x8003d350,draw_current_object_list,GAME/NEWINV2.C,1890,,"3D350, 3D7A4"
0x8003e36c,0x8003df18,handle_object_changeover,GAME/NEWINV2.C,1883,F,"3DF18, 3E36C (F)"
0x8003e398,0x8003df44,handle_inventry_menu,GAME/NEWINV2.C,1573,<;F,"3DF44(<), 3E398 (F)"
0x8003ee4c,0x8003e9f8,setup_ammo_selector,GAME/NEWINV2.C,1483,F,"3E9F8, 3EE4C (F)"
0x8003f15c,0x8003ed08,fade_ammo_selector,GAME/NEWINV2.C,1451,F,"3ED08, 3F15C (F)"
0x8003f230,0x8003eddc,draw_ammo_selector,GAME/NEWINV2.C,1355,<;<;F,"3EDDC(<), 3F230(<) (F)"
0x8003f4e8,0x8003f094,spinback,GAME/NEWINV2.C,1318,F,"3F094, 3F4E8 (F)"
0x8003f590,0x8003f13c,update_laras_weapons_status,GAME/NEWINV2.C,1286,F,"3F13C, 3F590 (F)"
0x8003f654,0x8003f200,is_item_currently_combinable,GAME/NEWINV2.C,1258,<;<;F,"3F200(<), 3F654(<) (F)"
0x8003f6f0,0x8003f29c,have_i_got_item,GAME/NEWINV2.C,1245,F,"3F29C, 3F6F0 (F)"
0x8003f730,0x8003f2dc,do_these_objects_combine,GAME/NEWINV2.C,1231,F,"3F2DC, 3F730 (F)"
0x8003f79c,0x8003f348,combine_these_two_objects,GAME/NEWINV2.C,1214,F,"3F348, 3F79C (F)"
0x8003f878,0x8003f424,seperate_object,GAME/NEWINV2.C,1199,F,"3F424, 3F878 (F)"
0x8003f914,0x8003f4c0,combine_HK_SILENCER,GAME/NEWINV2.C,1185,<;<;F,"3F4C0(<), 3F914(<) (F)"
0x8003f954,0x8003f500,combine_revolver_lasersight,GAME/NEWINV2.C,1165,F,"3F500, 3F954 (F)"
0x8003f9e4,0x8003f590,combine_crossbow_lasersight,GAME/NEWINV2.C,1145,F,"3F590, 3F9E4 (F)"
0x8003fa74,0x8003f620,combine_PuzzleItem1,GAME/NEWINV2.C,1139,<;<;F,"3F620(<), 3FA74(<) (F)"
0x8003fa94,0x8003f640,combine_PuzzleItem2,GAME/NEWINV2.C,1133,<;<;F,"3F640(<), 3FA94(<) (F)"
0x8003fab4,0x8003f660,combine_PuzzleItem3,GAME/NEWINV2.C,1127,<;<;F,"3F660(<), 3FAB4(<) (F)"
0x8003fad4,0x8003f680,combine_PuzzleItem4,GAME/NEWINV2.C,1121,<;<;F,"3F680(<), 3FAD4(<) (F)"
0x8003faf4,0x8003f6a0,combine_PuzzleItem5,GAME/NEWINV2.C,1115,<;<;F,"3F6A0(<), 3FAF4(<) (F)"
0x8003fb14,0x8003f6c0,combine_PuzzleItem6,GAME/NEWINV2.C,1109,<;<;F,"3F6C0(<), 3FB14(<) (F)"
0x8003fb34,0x8003f6e0,combine_PuzzleItem7,GAME/NEWINV2.C,1103,<;<;F,"3F6E0(<), 3FB34(<) (F)"
0x8003fb54,0x8003f700,combine_PuzzleItem8,GAME/NEWINV2.C,1097,<;<;F,"3F700(<), 3FB54(<) (F)"
0x8003fb74,0x8003f720,combine_KeyItem1,GAME/NEWINV2.C,1091,<;<;F,"3F720(<), 3FB74(<) (F)"
0x8003fb98,0x8003f744,combine_KeyItem2,GAME/NEWINV2.C,1085,<;<;F,"3F744(<), 3FB98(<) (F)"
0x8003fbbc,0x8003f768,combine_KeyItem3,GAME/NEWINV2.C,1079,<;<;F,"3F768(<), 3FBBC(<) (F)"
0x8003fbe0,0x8003f78c,combine_KeyItem4,GAME/NEWINV2.C,1073,<;<;F,"3F78C(<), 3FBE0(<) (F)"
0x8003fc04,0x8003f7b0,combine_KeyItem5,GAME/NEWINV2.C,1067,<;<;F,"3F7B0(<), 3FC04(<) (F)"
0x8003fc28,0x8003f7d4,combine_KeyItem6,GAME/NEWINV2.C,1061,<;<;F,"3F7D4(<), 3FC28(<) (F)"
0x8003fc4c,0x8003f7f8,combine_KeyItem7,GAME/NEWINV2.C,1055,<;<;F,"3F7F8(<), 3FC4C(<) (F)"
0x8003fc70,0x8003f81c,combine_KeyItem8,GAME/NEWINV2.C,1049,<;<;F,"3F81C(<), 3FC70(<) (F)"
0x8003fc94,0x8003f840,combine_PickupItem1,GAME/NEWINV2.C,1043,<;<;F,"3F840(<), 3FC94(<) (F)"
0x8003fcb8,0x8003f864,combine_PickupItem2,GAME/NEWINV2.C,1037,<;<;F,"3F864(<), 3FCB8(<) (F)"
0x8003fcdc,0x8003f888,combine_PickupItem3,GAME/NEWINV2.C,1031,<;<;F,"3F888(<), 3FCDC(<) (F)"
0x8003fd00,0x8003f8ac,combine_PickupItem4,GAME/NEWINV2.C,1025,<;<;F,"3F8AC(<), 3FD00(<) (F)"
0x8003fd24,0x8003f8d0,combine_clothbottle,GAME/NEWINV2.C,1019,<;<;F,"3F8D0(<), 3FD24(<) (F)"
0x8003fd44,0x8003f8f0,setup_objectlist_startposition,GAME/NEWINV2.C,1006,F,"3F8F0, 3FD44 (F)"
0x8003fd8c,0x8003f938,setup_objectlist_startposition2,GAME/NEWINV2.C,993,F,"3F938, 3FD8C (F)"
0x8003fdf4,0x8003f9a0,use_current_item,GAME/NEWINV2.C,987,,"3F9A0, 3FDF4"
0x80040304,0x8003feb0,DEL_picked_up_object,GAME/NEWINV2.C,747,F,"3FEB0, 40304 (F)"
0x800409d8,0x80040584,NailInvItem,GAME/NEWINV2.C,647,F,"40584, 409D8 (F)"
0x80040cc0,0x8004086c,have_i_got_object,GAME/NEWINV2.C,609,F,"4086C, 40CC0 (F)"
0x80040dd0,0x8004097c,remove_inventory_item,GAME/NEWINV2.C,581,F,"4097C, 40DD0 (F)"
0x80040f18,0x80040ac4,convert_obj_to_invobj,GAME/NEWINV2.C,568,<;F,"40AC4(<), 40F18() (F)"
0x80040f5c,0x80040b08,convert_invobj_to_obj,GAME/NEWINV2.C,563,<;<;F,"40B08(<), 40F5C(<) (F)"
0x80040f80,0x80040b2c,init_keypad_mode,GAME/NEWINV2.C,551,<;<;F,"40B2C(<), 40F80(<) (F)"
0x80040fa8,0x80040b54,do_keypad_mode,GAME/NEWINV2.C,546,,"40B54, 40FA8"
0x80041618,0x800411c4,do_examine_mode,GAME/NEWINV2.C,509,F,"411C4, 41618 (F)"
0x80041710,0x800412bc,do_stats_mode,GAME/NEWINV2.C,488,F,"412BC, 41710 (F)"
0x80041778,0x80041324,dels_give_lara_items_cheat,GAME/NEWINV2.C,436,F,"41324, 41778 (F)"
0x800418c4,0x80041470,dels_give_lara_guns_cheat,GAME/NEWINV2.C,370,F,"41470, 418C4 (F)"
0x80041a5c,0x80041608,S_DrawPickup,GAME/NEWINV2.C,340,<;<;F,"41608(<), 41A5C(<) (F)"
0x80041b34,0x800416e0,do_playstation_button_prompts_v1,GAME/NEWINV2.C,291,<;<;F,"416E0(<), 41B34(<) (F)"
0x80041d3c,0x800418e8,InitialiseItemArray,GAME/ITEMS.C,417,<;<;F,"418E8(<), 41D3C(<) (F)"
0x80041da4,0x80041950,KillItem,GAME/ITEMS.C,347,F,"41950, 41DA4 (F)"
0x80042000,0x80041bac,CreateItem,GAME/ITEMS.C,334,<;<;F,"41BAC(<), 42000(<) (F)"
0x80042040,0x80041bec,InitialiseItem,GAME/ITEMS.C,224,<;F,"41BEC(<), 42040 (F)"
0x800422ec,0x80041e98,RemoveActiveItem,GAME/ITEMS.C,199,F,"41E98, 422EC (F)"
0x8004239c,0x80041f48,RemoveDrawnItem,GAME/ITEMS.C,177,F,"41F48, 4239C (F)"
0x80042440,0x80041fec,AddActiveItem,GAME/ITEMS.C,155,<;<;F,"41FEC(<), 42440(<) (F)"
0x800424d0,0x8004207c,InitialiseFXArray,GAME/ITEMS.C,136,<;<;F,"4207C(<), 424D0(<) (F)"
0x80042534,0x800420e0,CreateEffect,GAME/ITEMS.C,114,<;<;F,"420E0(<), 42534(<) (F)"
0x800425cc,0x80042178,KillEffect,GAME/ITEMS.C,62,F,"42178, 425CC (F)"
0x80042774,0x80042320,EffectNewRoom,GAME/ITEMS.C,26,F,"42320, 42774 (F)"
0x80042898,0x80042444,draw_shotgun_meshes,GAME/LARA1GUN.C,474,<;<;F,"42444(<), 42898(<) (F)"
0x800428ec,0x80042498,undraw_shotgun_meshes,GAME/LARA1GUN.C,468,<;<;F,"42498(<), 428EC(<) (F)"
0x80042934,0x800424e0,ready_shotgun,GAME/LARA1GUN.C,440,<;<;F,"424E0(<), 42934(<) (F)"
0x80042e44,0x800429f0,FireShotgun,GAME/LARA1GUN.C,332,<;<;F,"429F0(<), 42E44(<) (F)"
0x800430fc,0x80042ca8,FireHK,GAME/LARA1GUN.C,277,<;<;F,"42CA8(<), 430FC(<) (F)"
0x8004326c,0x80042e18,FireCrossbow,GAME/LARA1GUN.C,226,<;<;F,"42E18(<), 4326C(<) (F)"
0x80043b14,0x800436b0,undraw_shotgun,GAME/LARA1GUN.C,132,<;<;F,"436B0(<), 43B14(<) (F)"
0x80043fb0,0x80043fb0,DoGrenadeDamageOnBaddie,GAME/LARA1GUN.C,87,<;F,"43FB0(<), ? (F)"
0x80044138,0x80044138,TriggerGrapplingEffect,GAME/LARA1GUN.C,32,<;F,"44138(<), ? (F)"
0x800444a4,0x800444a4,undraw_pistols,GAME/LARA2GUN.C,100,,444A4
0x8004476c,0x80044308,set_arm_info,GAME/LARA2GUN.C,300,F,"44308, 4476C (F)"
0x80044818,0x800443b4,draw_pistols,GAME/LARA2GUN.C,263,F,"443B4, 44818 (F)"
0x80044d54,0x800448f0,undraw_pistol_mesh_left,GAME/LARA2GUN.C,54,<;<;F,"448F0(<), 44D54(<) (F)"
0x80044dcc,0x80044968,undraw_pistol_mesh_right,GAME/LARA2GUN.C,36,<;<;F,"44968(<), 44DCC(<) (F)"
0x80045898,0x80045434,LaraCheckForLetGo,GAME/LARACLMB.C,1193,F,"45434, 45898 (F)"
0x80045994,0x80045530,LaraTestClimbUpPos,GAME/LARACLMB.C,1061,F,"45530, 45994 (F)"
0x800459cc,0x800459cc,if,GAME/LARACLMB.C,996,,loc_459CC
0x80045c54,0x800457f0,LaraTestClimb,GAME/LARACLMB.C,872,,"457F0, 45C54"
0x80045f20,0x80045abc,LaraClimbLeftCornerTest,GAME/LARACLMB.C,866,,"45ABC, 45F20"
0x80046248,0x80045de4,LaraClimbRightCornerTest,GAME/LARACLMB.C,663,,"45DE4, 46248"
0x80046564,0x80046100,LaraDoClimbLeftRight,GAME/LARACLMB.C,553,F,"46100, 46564 (F)"
0x8004675c,0x800462f8,LaraTestClimbPos,GAME/LARACLMB.C,514,F,"462F8, 4675C (F)"
0x80046854,0x800463f0,lara_as_climbstnc,GAME/LARACLMB.C,476,F,"463F0, 46854 (F)"
0x8004694c,0x800464e8,lara_col_climbstnc,GAME/LARACLMB.C,293,F,"464E8, 4694C (F)"
0x80046c48,0x800467e4,lara_as_climbleft,GAME/LARACLMB.C,281,<;<;F,"467E4(<), 46C48(<) (F)"
0x80046c98,0x80046834,lara_col_climbleft,GAME/LARACLMB.C,267,<;<;F,"46834(<), 46C98(<) (F)"
0x80046d1c,0x800468b8,lara_as_climbright,GAME/LARACLMB.C,255,<;<;F,"468B8(<), 46D1C(<) (F)"
0x80046d6c,0x80046908,lara_col_climbright,GAME/LARACLMB.C,241,<;<;F,"46908(<), 46D6C(<) (F)"
0x80046de8,0x80046984,lara_as_climbing,GAME/LARACLMB.C,233,<;<;F,"46984(<), 46DE8(<) (F)"
0x80046e14,0x800469b0,lara_col_climbing,GAME/LARACLMB.C,161,F,"469B0, 46E14 (F)"
0x80047008,0x80046ba4,lara_as_climbdown,GAME/LARACLMB.C,153,<;<;F,"46BA4(<), 47008(<) (F)"
0x80047034,0x80046bd0,lara_col_climbdown,GAME/LARACLMB.C,70,F,"46BD0, 47034 (F)"
0x8004725c,0x80046df8,lara_as_climbend,GAME/LARACLMB.C,61,<;<;F,"46DF8(<), 4725C(<) (F)"
0x80047294,0x80046e30,lara_col_climbend,GAME/LARACLMB.C,56,<;<;F,"46E30(<), 47294(<) (F)"
0x8004729c,0x80046e38,GetClimbTrigger,GAME/LARACLMB.C,23,F,"46E38, 4729C (F)"
0x80047348,0x80046ee4,CheckForHoldingState,GAME/LARAFIRE.C,258,F,"46EE4, 47348 (F)"
0x8004738c,0x80046f28,LaraGun,GAME/LARAFIRE.C,273,,"46F28, 4738C"
0x80047b90,0x8004772c,InitialiseNewWeapon,GAME/LARAFIRE.C,211,F,"4772C, 47B90 (F)"
0x80047d00,0x8004789c,LaraTargetInfo,GAME/LARAFIRE.C,206,,"4789C, 47D00"
0x80047f8c,0x80047b28,LaraGetNewTarget,GAME/LARAFIRE.C,201,,"47B28, 47F8C"
0x800485b4,0x80048150,find_target_point,GAME/LARAFIRE.C,196,,"48150, 485B4"
0x800486d0,0x8004826c,AimWeapon,GAME/LARAFIRE.C,191,,"4826C, 486D0"
0x8004878c,0x80048328,FireWeapon,GAME/LARAFIRE.C,185,,"48328, 4878C"
0x80048b44,0x800486e0,HitTarget,GAME/LARAFIRE.C,142,<;<;F,"486E0(<), 48B44(<) (F)"
0x80048cfc,0x80048898,WeaponObject,GAME/LARAFIRE.C,123,<;<;F,"48898(<), 48CFC(<) (F)"
0x80048d58,0x800488f4,WeaponObjectMesh,GAME/LARAFIRE.C,104,F,"488F4, 48D58 (F)"
0x80048de8,0x80048984,DoProperDetection,GAME/LARAFIRE.C,99,,"48984, 48DE8"
0x80049ac0,0x8004965c,get_current_ammo_pointer,GAME/LARAFIRE.C,51,<;F,"4965C(<), 49AC0 (F)"
0x80049b6c,0x80049708,DoFlareLight,GAME/LARAFLAR.C,174,F,"49708, 49B6C (F)"
0x80049de8,0x80049984,DoFlareInHand,GAME/LARAFLAR.C,143,,"49984, 49DE8"
0x80049ef0,0x80049a8c,DrawFlareInAir,GAME/LARAFLAR.C,138,,"49A8C, 49EF0"
0x8004a020,0x80049bbc,CreateFlare,GAME/LARAFLAR.C,133,,"49BBC, 4A020"
0x8004a338,0x80049ed4,set_flare_arm,GAME/LARAFLAR.C,108,F,"49ED4, 4A338 (F)"
0x8004a3d8,0x80049f74,draw_flare,GAME/LARAFLAR.C,59,F,"49F74, 4A3D8 (F)"
0x8004a56c,0x8004a108,undraw_flare,GAME/LARAFLAR.C,54,,"4A108, 4A56C"
0x8004a7f8,0x8004a394,draw_flare_meshes,GAME/LARAFLAR.C,49,<;<;F,"4A394(<), 4A7F8(<) (F)"
0x8004a820,0x8004a3bc,undraw_flare_meshes,GAME/LARAFLAR.C,44,F,"4A3BC, 4A820 (F)"
0x8004a848,0x8004a3e4,ready_flare,GAME/LARAFLAR.C,30,<;<;F,"4A3E4(<), 4A848(<) (F)"
0x8004a87c,0x8004a418,FlareControl,GAME/LARAFLAR.C,25,,"4A418, 4A87C"
0x8004aae8,0x8004a684,LaraInitialiseMeshes,GAME/LARAMISC.C,846,F,"4A684, 4AAE8 (F)"
0x8004abf4,0x8004a790,LaraCheat,GAME/LARAMISC.C,821,<;<;F,"4A790(<), 4ABF4(<) (F)"
0x8004ac9c,0x8004a838,LaraControl,GAME/LARAMISC.C,163,,"4A838, 4AC9C"
0x8004b76c,0x8004b308,InitialiseLaraLoad,GAME/LARAMISC.C,157,F,"4B308, 4B76C (F)"
0x8004b7a4,0x8004b340,InitialiseLaraAnims,GAME/LARAMISC.C,136,<;F,"4B340(<), 4B7A4 (F)"
0x8004b83c,0x8004b3d8,DelAlignLaraToRope,GAME/LARAMISC.C,131,,"4B3D8, 4B83C"
0x8004b86c,0x8004b408,GetLaraDeadlyBounds,GAME/LARAMISC.C,107,<;F,"4B408(<), 4B86C (F)"
0x8004b95c,0x8004b4f8,LaraTestWaterDepth,GAME/LARASWIM.C,1077,<;<;F,"4B4F8(<), 4B95C(<) (F)"
0x8004ba6c,0x8004b608,LaraSwimCollision,GAME/LARASWIM.C,753,,"4B608, 4BA6C"
0x8004bf58,0x8004baf4,SwimTurn,GAME/LARASWIM.C,726,<;<;F,"4BAF4(<), 4BF58(<) (F)"
0x8004c040,0x8004bbdc,SwimTurnSubsuit,GAME/LARASWIM.C,688,F,"4BBDC, 4C040 (F)"
0x8004c184,0x8004bd20,UpdateSubsuitAngles,GAME/LARASWIM.C,618,F,"4BD20, 4C184 (F)"
0x8004c418,0x8004bfb4,LaraUnderWater,GAME/LARASWIM.C,415,F,"4BFB4, 4C418 (F)"
0x8004c80c,0x8004c3a8,lara_as_swimcheat,GAME/LARASWIM.C,363,F,"4C3A8, 4C80C (F)"
0x8004c9ac,0x8004c548,lara_as_swim,GAME/LARASWIM.C,326,<;<;F,"4C548(<), 4C9AC(<) (F)"
0x8004ca98,0x8004c634,lara_as_glide,GAME/LARASWIM.C,287,<;<;F,"4C634(<), 4CA98(<) (F)"
0x8004cb94,0x8004c730,lara_as_tread,GAME/LARASWIM.C,249,F,"4C730, 4CB94 (F)"
0x8004ccb8,0x8004c854,lara_as_dive,GAME/LARASWIM.C,241,F,"4C854, 4CCB8 (F)"
0x8004cce8,0x8004c884,lara_as_uwdeath,GAME/LARASWIM.C,220,<;<;F,"4C884(<), 4CCE8(<) (F)"
0x8004cd5c,0x8004c8f8,lara_as_waterroll,GAME/LARASWIM.C,215,<;<;F,"4C8F8(<), 4CD5C(<) (F)"
0x8004cd64,0x8004c900,lara_col_swim,GAME/LARASWIM.C,210,<;<;F,"4C900(<), 4CD64(<) (F)"
0x8004cd84,0x8004c920,lara_col_glide,GAME/LARASWIM.C,205,<;<;F,"4C920(<), 4CD84(<) (F)"
0x8004cda4,0x8004c940,lara_col_tread,GAME/LARASWIM.C,200,<;<;F,"4C940(<), 4CDA4(<) (F)"
0x8004cdc4,0x8004c960,lara_col_dive,GAME/LARASWIM.C,195,<;<;F,"4C960(<), 4CDC4(<) (F)"
0x8004cde4,0x8004c980,lara_col_uwdeath,GAME/LARASWIM.C,180,<;<;F,"4C980(<), 4CDE4(<) (F)"
0x8004ce7c,0x8004ca18,lara_col_waterroll,GAME/LARASWIM.C,175,<;<;F,"4CA18(<), 4CE7C(<) (F)"
0x8004ce9c,0x8004ca38,GetWaterDepth,GAME/LARASWIM.C,32,,"4CA38, 4CE9C"
0x8004d198,0x8004cd34,LaraWaterCurrent,GAME/LARASWIM.C,27,,"4CD34, 4D198"
0x8004d564,0x8004d100,LaraTestWaterStepOut,GAME/LARASURF.C,511,F,"4D100, 4D564 (F)"
0x8004d690,0x8004d22c,LaraTestWaterClimbOut,GAME/LARASURF.C,329,,"4D22C, 4D690"
0x8004d954,0x8004d4f0,LaraSurfaceCollision,GAME/LARASURF.C,292,<;<;F,"4D4F0(<), 4D954(<) (F)"
0x8004dae8,0x8004d684,LaraSurface,GAME/LARASURF.C,235,F,"4D684, 4DAE8 (F)"
0x8004dd48,0x8004d8e4,lara_as_surfswim,GAME/LARASURF.C,205,<;<;F,"4D8E4(<), 4DD48(<) (F)"
0x8004de0c,0x8004d9a8,lara_as_surfback,GAME/LARASURF.C,175,<;<;F,"4D9A8(<), 4DE0C(<) (F)"
0x8004deb4,0x8004da50,lara_as_surfleft,GAME/LARASURF.C,145,<;<;F,"4DA50(<), 4DEB4(<) (F)"
0x8004df5c,0x8004daf8,lara_as_surfright,GAME/LARASURF.C,115,F,"4DAF8, 4DF5C (F)"
0x8004e004,0x8004dba0,lara_as_surftread,GAME/LARASURF.C,58,F,"4DBA0, 4E004 (F)"
0x8004e14c,0x8004dce8,lara_col_surfswim,GAME/LARASURF.C,50,<;<;F,"4DCE8(<), 4E14C(<) (F)"
0x8004e19c,0x8004dd38,lara_col_surfback,GAME/LARASURF.C,44,<;<;F,"4DD38(<), 4E19C(<) (F)"
0x8004e1c8,0x8004dd64,lara_col_surfleft,GAME/LARASURF.C,38,<;<;F,"4DD64(<), 4E1C8(<) (F)"
0x8004e1f4,0x8004dd90,lara_col_surfright,GAME/LARASURF.C,32,<;<;F,"4DD90(<), 4E1F4(<) (F)"
0x8004e220,0x8004ddbc,lara_col_surftread,GAME/LARASURF.C,17,<;<;F,"4DDBC(<), 4E220(<) (F)"
0x8004e2a4,0x8004de40,InitialiseLOTarray,GAME/LOT.C,314,<;<;F,"4DE40(<), 4E2A4(<) (F)"
0x8004e324,0x8004dec0,DisableBaddieAI,GAME/LOT.C,300,F,"4DEC0, 4E324 (F)"
0x8004e370,0x8004df0c,EnableBaddieAI,GAME/LOT.C,219,<;F,"4DF0C(<), 4E370 (F)"
0x8004e5a0,0x8004e13c,InitialiseSlot,GAME/LOT.C,140,F,"4E13C, 4E5A0 (F)"
0x8004e794,0x8004e330,CreateZone,GAME/LOT.C,21,,"4E330, 4E794"
0x8004e944,0x8004e4e0,ExplodeFX,GAME/MISSILE.C,134,F,"4E4E0, 4E944 (F)"
0x8004ea64,0x8004e600,ControlBodyPart,GAME/MISSILE.C,22,F,"4E600, 4EA64 (F)"
0x8004f214,0x8004edb0,SmashObject,GAME/OBJECTS.C,66,F,"4EDB0, 4F214 (F)"
0x8004f35c,0x8004eef8,SmashObjectControl,GAME/OBJECTS.C,87,<;<;F,"4EEF8(<), 4F35C(<) (F)"
0x8004f380,0x8004ef1c,BridgeFlatFloor,GAME/OBJECTS.C,92,<;<;F,"4EF1C(<), 4F380(<) (F)"
0x8004f3bc,0x8004ef58,BridgeFlatCeiling,GAME/OBJECTS.C,102,<;<;F,"4EF58(<), 4F3BC(<) (F)"
0x8004f430,0x8004efcc,BridgeTilt1Floor,GAME/OBJECTS.C,130,<;<;F,"4EFCC(<), 4F430(<) (F)"
0x8004f49c,0x8004f038,BridgeTilt1Ceiling,GAME/OBJECTS.C,142,<;<;F,"4F038(<), 4F49C(<) (F)"
0x8004f4f4,0x8004f090,BridgeTilt2Floor,GAME/OBJECTS.C,152,<;<;F,"4F090(<), 4F4F4(<) (F)"
0x8004f560,0x8004f0fc,BridgeTilt2Ceiling,GAME/OBJECTS.C,164,<;<;F,"4F0FC(<), 4F560(<) (F)"
0x8004ff20,0x8004fabc,AnimateWaterfalls,GAME/OBJECTS.C,189,<;<,"4FABC(<), 4FF20(<)"
0x80050028,0x8004fbc4,ControlWaterfall,GAME/OBJECTS.C,232,<;<;F,"4FBC4(<), 50028(<) (F)"
0x80050454,0x80050454,CutsceneRopeControl,GAME/OBJECTS.C,375,<;F,"50454(<), ? (F)"
